time_s,ego_x_m,ego_y_m,ego_heading_rad,ego_speed_mps,ego_accel_mps2,dust_level,occlusion_rate
0.0,0.0,50.0,-0.0047788764537046785,1.1473584579990983,-3.622841237493901e-05,0.15,0.1
0.5,0.5736726782663798,49.99725846827561,-0.009557750910292711,1.1473403437929108,-3.3152007427261765e-05,0.15,0.1
1.0,1.1472879390760282,49.98903417374228,-0.019115577347766758,1.147325305991671,-4.009940896021469e-05,0.15,0.1
1.5,1.7207883712686856,49.97532801828658,-0.02867355483920209,1.1473002443839506,-6.014493041806013e-05,0.15,0.1
2.0,2.294116576276342,49.95614150494293,-0.038231758910692366,1.147265161061253,-8.018543230625674e-05,0.15,0.1
2.5,2.867215174417642,49.93147673772869,-0.04779026508719672,1.1472200589516444,-0.000100219241542,0.15,0.1
3.0,3.4400268111902097,49.901336421413575,-0.057349148892224595,1.147164941819711,-0.0001202446851271,0.15,0.1
3.5,4.012494163560215,49.8657238612229,-0.0669084858474661,1.1470998142665172,-0.000140260090166,0.15,0.1
4.0,4.584559946248495,49.82464296247521,-0.07646835147234855,1.1470246817295449,-0.0001602637839057,0.15,0.1
4.5,5.156166918012527,49.77809823015399,-0.08602882128367952,1.1469395504826114,-0.000180254093741,0.15,0.1
5.0,5.727257887923575,49.72609476841367,-0.09558997079528114,1.146844427635804,-0.000200229347238,0.15,0.1
5.5,6.297775721638322,49.66863828001981,-0.10515187551751001,1.1467393211353734,-0.0002201878721812,0.15,0.1
6.0,6.867663347664295,49.60573506572389,-0.11471461095686035,1.1466242397636226,-0.0002401279965564,0.15,0.1
6.5,7.4368637636183905,49.537392023572174,-0.12427825261555366,1.1464991931388169,-0.0002600480485934,0.15,0.1
7.0,8.005320042477843,49.46361664814941,-0.13384287599103092,1.1463641917150291,-0.0002799463568148,0.15,0.1
7.5,8.572975338822896,49.38441702975688,-0.1434085565755478,1.146219246782002,-0.0002998212500131,0.15,0.1
8.0,9.139772895070555,49.299801853525246,-0.15297536985562793,1.146064370465016,-0.0003196710572879,0.15,0.1
8.5,9.705656047698696,49.2097803984621,-0.16254339131160792,1.145899575724714,-0.0003394941081105,0.15,0.1
9.0,10.270568233459857,49.11436253643443,-0.17211269641703703,1.1457248763569057,-0.0003592887323045,0.15,0.1
9.5,10.83445299558402,49.01355873108609,-0.18168336063820167,1.1455402869924096,-0.0003790532600493,0.15,0.1
10.0,11.39725398996977,48.90738003669029,-0.19125545943356417,1.145345823096856,-0.0003987860219807,0.15,0.1
10.5,11.958914991363024,48.79583809693738,-0.200829068253079,1.1451415009704289,-0.0004184853491639,0.15,0.1
11.0,12.519379899522768,48.67894514365802,-0.21040426253760813,1.144927337747692,-0.0004381495731002,0.15,0.1
11.5,13.078592745373117,48.556713995481815,-0.2199811177183178,1.1447033513973286,-0.0004577770258331,0.15,0.1
12.0,13.636497697140909,48.42915805643157,-0.22955970921596974,1.144469560721859,-0.0004773660399071,0.15,0.1
12.5,14.193039066478295,48.29629131445342,-0.23914011244015604,1.1442259853574217,-0.0004969149483748,0.15,0.1
13.0,14.748161314569632,48.158128339882914,-0.2487224027886355,1.143972645773484,-0.0005164220848927,0.15,0.1
13.5,15.3018090582219,48.01468428384716,-0.25830665564654165,1.1437095632725287,-0.0005358857837431,0.15,0.1
14.0,15.853927075938108,47.86597487660337,-0.2678929463855323,1.1434367599897408,-0.0005553043798058,0.15,0.1
14.5,16.404460313972947,47.71201642581385,-0.27748135036298793,1.1431542588927228,-0.0005746762086258,0.15,0.1
15.0,16.953353892370078,47.55282581475768,-0.287071942921107,1.142862083781115,-0.0005939996064603,0.15,0.1
15.5,17.50055311098029,47.38842050047929,-0.2966647993859955,1.1425602592862625,-0.0006132729102525,0.15,0.1
16.0,18.046003455460045,47.218818511874055,-0.3062599950666904,1.1422488108708624,-0.0006324944577511,0.15,0.1
16.5,18.58965060324955,47.04403844771127,-0.31585760525416107,1.141927764828511,-0.000651662587459,0.15,0.1
17.0,19.131440429529825,46.864099474594575,-0.32545770522027595,1.1415971482834033,-0.0006707756386494,0.15,0.1
17.5,19.67131901315817,46.67902132486009,-0.33506037021669766,1.1412569891898618,-0.0006898319515546,0.15,0.1
18.0,20.209232642581146,46.48882429441256,-0.34466567547371507,1.1409073163318486,-0.0007088298672333,0.15,0.1
18.5,20.74512782172469,46.29352924049974,-0.35427369619911414,1.1405481593226283,-0.0007277677276225,0.15,0.1
19.0,21.27895127586057,46.09315757942503,-0.363884507576943,1.140179548604226,-0.0007466438757053,0.15,0.1
19.5,21.810649957448543,45.88773128419905,-0.373498184766109,1.1398015154469232,-0.0007654566554198,0.15,0.1
20.0,22.34017105195361,45.67727288213004,-0.3831148028991752,1.1394140919488065,-0.0007842044117025,0.15,0.1
20.5,22.86746198363775,45.461805452353424,-0.3927344370809439,1.1390173110352206,-0.0008028854906176,0.15,0.1
21.0,23.39247042132542,45.24135262330097,-0.402357162386933,1.1386112064581886,-0.0008214982393308,0.15,0.1
21.5,23.91514428414225,45.01593857010967,-0.4119830538619373,1.1381958127958898,-0.0008400410061084,0.15,0.1
22.0,24.43543174722634,44.78558801197063,-0.42161218651843224,1.13777116545208,-0.0008585121404474,0.15,0.1
22.5,24.953281247411397,44.55032620941839,-0.43124463533498325,1.1373373006554424,-0.0008769099930781,0.15,0.1
23.0,25.46864148888123,44.31017896156073,-0.440880475254535,1.136894255459002,-0.0008952329160156,0.15,0.1
23.5,25.98146144879493,44.0651726032496,-0.45051978118262387,1.136442067739427,-0.0009134792626022,0.15,0.1
24.0,26.49169038288209,43.815334002193175,-0.4601626279856607,1.1359807761963998,-0.0009316473874876,0.15,0.1
24.5,26.99927783100745,43.56069055600947,-0.4698090904889824,1.135510420351939,-0.0009497356468022,0.15,0.1
25.0,27.504173622704503,43.30127018922192,-0.4794592434748569,1.1350310405495976,-0.0009677423981493,0.15,0.1
25.5,28.00632788267716,43.037101350197176,-0.48911316168059554,1.1345426779537895,-0.0009856660005604,0.15,0.1
26.0,28.50569103626919,42.76821300802533,-0.4987709197963775,1.134045374549037,-0.0010035048147065,0.15,0.1
26.5,29.002213814900653,42.49463464934319,-0.5084325924630534,1.1335391731390831,-0.0010212572028669,0.15,0.1
27.0,29.495847261470693,42.21639627510076,-0.5180982542700233,1.13302411734617,-0.0010389215289206,0.15,0.1
27.5,29.986542735726307,41.9335283972712,-0.5277679797528094,1.1325002516101623,-0.0010564961585481,0.15,0.1
28.0,30.47425191959625,41.646062035504976,-0.537441843390701,1.131967621187622,-0.0010739794591654,0.15,0.1
28.5,30.958926822489666,41.3540287137281,-0.5471199196043536,1.1314262721509971,-0.0010913698000016,0.15,0.1
29.0,31.44051978655881,41.057460456685206,-0.5568022827531313,1.1308762513876205,-0.0011086655522307,0.15,0.1
29.5,31.918983491925257,40.75638978642772,-0.5664890071325311,1.1303176065987663,-0.0011258650889252,0.15,0.1
30.0,32.39427096186906,40.45084971874738,-0.5761801669714701,1.129750386298695,-0.0011429667851929,0.15,0.1
30.5,32.866335567980286,40.14087375955573,-0.5858758364294374,1.1291746398135734,-0.0011599690182113,0.15,0.1
31.0,33.335131035272326,39.82649590120983,-0.595576089593671,1.1285904172804837,-0.0011768701672802,0.15,0.1
31.5,33.8006114472565,39.50775061878453,-0.6052810004761051,1.127997769646293,-0.0011936686139457,0.15,0.1
32.0,34.26273125097728,39.184672866292,-0.6149906430103093,1.127396748666538,-0.0012103627419695,0.15,0.1
32.5,34.72144526200773,38.85729807284856,-0.624705091048392,1.1267874069043236,-0.0012269509374829,0.15,0.1
33.0,35.176708669404434,38.52566213878947,-0.6344244183576606,1.126169797729055,-0.0012434315890366,0.15,0.1
33.5,35.62847704062156,38.18980143173212,-0.6441486986172854,1.125543975315287,-0.0012598030876196,0.15,0.1
34.0,36.0767063263834,37.84975278258783,-0.6538780054148684,1.1249099946414354,-0.0012760638268209,0.15,0.1
34.5,36.52135286551481,37.50555348152299,-0.6636124122428658,1.124267911488466,-0.0012922122028333,0.15,0.1
35.0,36.962373389729215,37.15724127386972,-0.673351992494948,1.123617782438602,-0.0013082466145908,0.15,0.1
35.5,37.39972502837344,36.80485435598672,-0.6830968194622282,1.122959664873875,-0.0013241654637958,0.15,0.1
36.0,37.83336531312892,36.44843137107058,-0.6928469663293996,1.122293616974806,-0.0013399671549614,0.15,0.1
36.5,38.26325218266892,36.08801140491812,-0.702602506170781,1.1216196977189137,-0.0013556500956504,0.15,0.1
37.0,38.68934398727095,35.72363398164018,-0.7123635119462315,1.1209379668791557,-0.0013712126964413,0.15,0.1
37.5,39.11159949338414,35.355339059327385,-0.7221300564969316,1.1202484850224723,-0.0013866533709749,0.15,0.1
38.0,39.52997788815102,34.98316702566828,-0.7319022125411212,1.1195513135081807,-0.00140197053617,0.15,0.1
38.5,39.94443878388306,34.60715869352035,-0.7416800526696965,1.1188465144863022,-0.0014171626122223,0.15,0.1
39.0,40.354942222489605,34.22735529643444,-0.7514636493416186,1.1181341508959584,-0.0014322280227121,0.15,0.1
39.5,40.76144867985984,33.84379848413304,-0.7612530748793264,1.11741428646359,-0.001447165194764,0.15,0.1
40.0,41.163919070196926,33.456530317942914,-0.7710484014639658,1.1166869857011943,-0.0014619725590505,0.15,0.1
40.5,41.56231475030428,33.0655932661826,-0.7808497011304808,1.1159523139045395,-0.0014766485498991,0.15,0.1
41.0,41.95659752382321,32.67103019950528,-0.7906570457626153,1.1152103371512951,-0.0014911916055195,0.15,0.1
41.5,42.3467296454216,32.272884386197525,-0.8004705070877643,1.11446112229902,-0.001505600168004,0.15,0.1
42.0,42.732673824933045,31.871199487434488,-0.8102901566717857,1.113704736983291,-0.001519872683348,0.15,0.1
42.5,43.114393231446215,31.46601955249187,-0.8201160659135311,1.112941249615672,-0.0015340076017296,0.15,0.1
43.0,43.49185149734375,31.05738901391552,-0.8299483060393865,1.1121707293815617,-0.001548003377582,0.15,0.1
43.5,43.865012722290366,30.645352682648824,-0.8397869480976196,1.1113932462380898,-0.0015618584696337,0.15,0.1
44.0,44.23384147716975,30.229955743118747,-0.8496320629525816,1.1106088709119275,-0.0015755713410772,0.15,0.1
44.5,44.59830280796975,29.811243748280784,-0.8594837212788392,1.1098176748970126,-0.0015891404596768,0.15,0.1
45.0,44.95836223961548,29.389262614623657,-0.8693419935550938,1.1090197304522509,-0.00160256429787,0.15,0.1
45.5,45.31398577974992,28.964058617133944,-0.8792069500580529,1.1082151105991425,-0.0016158413329439,0.15,0.1
46.0,45.66513992246149,28.535678384221587,-0.8890786608560224,1.107403889119307,-0.0016289700471072,0.15,0.1
46.5,46.01179165195848,28.10416889260653,-0.8989571958025315,1.1065861405520352,-0.0016419489276688,0.15,0.1
47.0,46.35390844618945,27.6695774621672,-0.9088426245297001,1.105761940191638,-0.0016547764671441,0.15,0.1
47.5,46.69145828040977,27.23195175075135,-0.918735016441465,1.104931364084891,-0.0016674511633445,0.15,0.1
48.0,47.02440963069341,26.791339748949827,-0.9286344407067596,1.1040944890282935,-0.0016799715195678,0.15,0.1
48.5,47.35273147738994,26.347789774833885,-0.9385409662524161,1.1032513925653231,-0.0016923360447451,0.15,0.1
49.0,47.67639330852616,25.901350468656517,-0.9484546617559967,1.1024021529835484,-0.0017045432536346,0.15,0.1
49.5,47.995365123152105,25.45207078751856,-0.9583755956384707,1.1015468493116884,-0.00171659166686,0.15,0.1
50.0,48.30961743463095,24.999999999999996,-0.9683038360567505,1.1006855613166884,-0.0017284798110053,0.15,0.1
50.5,48.61912127387257,24.54518768075705,-0.9782394508960173,1.0998183695006831,-0.0017402062189242,0.15,0.1
51.0,48.92384819251037,24.08768370508577,-0.9881825077619454,1.098945355097764,-0.0017517694299273,0.15,0.1
51.5,49.223770266020885,23.6275382434527,-0.9981330739727535,1.0980666000707555,-0.0017631679897851,0.15,0.1
52.0,49.518860096786106,23.16480175599309,-1.0080912165511453,1.097182187107979,-0.0017744004509065,0.15,0.1
52.5,49.809090817097854,22.69952498697734,-1.0180570022160254,1.0962921996198491,-0.0017854653725712,0.15,0.1
53.0,50.09443609210419,22.23175895924637,-1.028030497374028,1.0953967217354077,-0.0017963613211067,0.15,0.1
53.5,50.37487012269732,21.761554968616377,-1.0380117681110526,1.0944958382987424,-0.0018070868700328,0.15,0.1
54.0,50.65036764834271,21.288964578253637,-1.0480008801834706,1.0935896348653749,-0.001817640600171,0.15,0.1
54.5,50.92090394984925,20.814039613020068,-1.0579978990092025,1.092678197698571,-0.0018280210999266,0.15,0.1
55.0,51.186454852079954,20.33683215379001,-1.068002889658696,1.0917616137654482,-0.0018382269654562,0.15,0.1
55.5,51.446996726603054,19.85739453173903,-1.0780159168456889,1.0908399707331151,-0.0018482568007571,0.15,0.1
56.0,51.70250649428312,19.375779322605148,-1.088037044917853,1.089913356964691,-0.0018581092179121,0.15,0.1
56.5,51.95296162781192,18.892039340923365,-1.0980663378472064,1.088981861515203,-0.0018677828373139,0.15,0.1
57.0,52.19834015417885,18.406227634233904,-1.1081038592203876,1.0880455741273771,-0.0018772762879055,0.15,0.1
57.5,52.438620657080456,17.91839747726501,-1.1181496722287598,1.0871045852272974,-0.0018865882071956,0.15,0.1
58.0,52.67378227926904,17.428602366090768,-1.1282038396584326,1.0861589859201817,-0.0018957172415368,0.15,0.1
58.5,52.90380472483982,16.936896012264572,-1.1382664238799525,1.0852088679857606,-0.001904662046497,0.15,0.1
59.0,53.128668261456696,16.443332336929167,-1.1483374868379235,1.0842543238736844,-0.001913421286865,0.15,0.1
59.5,53.34835372251602,15.947965464903502,-1.1584170900405286,1.0832954466988955,-0.0019219936368917,0.15,0.1
60.0,53.5628425092485,15.450849718747376,-1.168505294548654,1.0823323302367929,-0.0019303777805796,0.15,0.1
60.5,53.77211659275876,14.952039612804338,-1.1786021609651196,1.081365068918316,-0.0019385724118863,0.9,0.1
61.0,53.97615851600237,14.451589847223584,-1.1887077494235632,1.0803937578249063,-0.0019465762349042,0.9,0.1
61.5,54.17495139570025,13.949555301961464,-1.1988221195771294,1.0794184926834116,-0.0019543879640937,0.9,0.1
62.0,54.36847892419009,13.445991030763288,-1.2089453305871634,1.0784393698608126,-0.0019620063245227,0.9,0.1
62.5,54.55672537121469,12.940952255126048,-1.219077441111574,1.077456486358889,-0.0019694300521504,0.9,0.1
63.0,54.73967558564693,12.43449435824274,-1.2292185092930663,1.076469939808662,-0.0019766578940458,0.9,0.1
63.5,54.91731499715127,11.926672878929043,-1.2393685927472564,1.075479828464843,-0.0019836886084765,0.9,0.1
64.0,55.08962961778156,11.417543505532796,-1.2495277485505139,1.0744862512001856,-0.0019905209653425,0.9,0.1
64.5,55.256606043515006,10.907162069827136,-1.2596960332277374,1.0734893074995004,-0.001997153746446,0.9,0.1
65.0,55.41823145572201,10.395584540887974,-1.2698735027399506,1.0724890974537395,-0.0020035857456019,0.9,0.1
65.5,55.57449362257191,9.882867018956304,-1.2800602124716292,1.0714857217538984,-0.002009815768903,0.9,0.1
66.0,55.72538090037433,9.369065729286238,-1.2902562172179555,1.0704792816848363,-0.0020158426350374,0.9,0.1
66.5,55.87088223485609,8.85423701597917,-1.3004615711719134,1.069469879118861,-0.0020216651756339,0.9,0.1
67.0,56.010987162373326,8.338437335805118,-1.3106763279111306,1.0684576165092026,-0.0020272822353812,0.9,0.1
67.5,56.14568581105905,7.821723252011546,-1.3209005403846132,1.0674425968834798,-0.0020326926723326,0.9,0.1
68.0,56.27496890190567,7.304151428120583,-1.3311342608993537,1.06642492383687,-0.0020378953582529,0.9,0.1
68.5,56.39882774978253,6.78577862171522,-1.3413775411066868,1.0654047015252268,-0.0020428891788226,0.9,0.1
69.0,56.51725426438833,6.266661678215213,-1.3516304319885428,1.0643820346580473,-0.0020476730339602,0.9,0.1
69.5,56.63024095113835,5.746857524643331,-1.361892983843536,1.0633570284912666,-0.0020522458380787,0.9,0.1
70.0,56.73778091198628,5.226423163382684,-1.372165246272863,1.0623297888199683,-0.0020566065203853,0.9,0.1
70.5,56.8398678461807,4.705415665925726,-1.3824472681660913,1.0613004219708813,-0.0020607540252661,0.9,0.1
71.0,56.93649605095601,4.183892166615772,-1.3927390976867602,1.0602690347947024,-0.0020646873124481,0.9,0.1
71.5,57.02766042215779,3.661909856381581,-1.4030407822578113,1.0592357346584331,-0.0020684053572519,0.9,0.1
72.0,57.11335645480256,3.139525976465676,-1.413352368546974,1.0582006294374504,-0.002071907151095,0.9,0.1
72.5,57.193580243571766,2.6167978121471984,-1.4236739024518212,1.057163827507338,-0.0020751917017465,0.9,0.1
73.0,57.26832848324009,2.093782686459988,-1.4340054290848343,1.056125437735704,-0.0020782580335465,0.9,0.1
73.5,57.33759846903784,1.570537953906409,-1.444346992758304,1.0550855694737915,-0.0020811051877227,0.9,0.1
74.0,57.40138809694763,1.0471209941678523,-1.4546986369689945,1.0540443325479811,-0.002083732222746,0.9,0.1
74.5,57.45969586393504,0.5235892058122934,-1.465060404382766,1.0530018372510457,-0.0020861382147563,0.9,0.1
75.0,57.512520868113526,3.061616997868383e-15,-1.4754323368190703,1.0519581943332248,-0.0020883222577634,0.9,0.1
75.5,57.55986280884322,-0.5235892058122873,-1.4858144752352496,1.050913514993282,-0.0020902834639127,0.9,0.1
76.0,57.601721986763984,-1.0471209941678352,-1.4962068597107392,1.049867910869312,-0.0020920209639956,0.9,0.1
76.5,57.63809930376237,-1.570537953906414,-1.506609529431126,1.0488214940292864,-0.0020935339077314,0.9,0.1
77.0,57.6689962628728,-2.0937826864599813,-1.5170225226721568,1.0477743769615806,-0.0020948214639733,0.9,0.1
77.5,57.69441496811267,-2.616797812147192,-1.5274458767835877,1.046726672565313,-0.0020958828211601,0.9,0.1
78.0,57.714358124251646,-3.139525976465659,-1.5378796281728626,1.0456784941404205,-0.0020967171876931,0.9,0.1
78.5,57.728829036515066,-3.661909856381576,-1.5483238122888212,1.04462995537762,-0.0020973237922807,0.9,0.1
79.0,57.737831610221455,-4.183892166615777,-1.5587784636051285,1.0435811703481397,-0.0020977018842001,0.9,0.1
79.5,57.74137035035433,-4.705415665925719,-1.5692436156037952,1.0425322534934198,-0.0020978507336049,0.9,0.1
80.0,57.739450361068094,-5.226423163382667,-1.5797193007585444,1.0414833196145348,-0.0020977696320685,0.9,0.1
80.5,57.73207734512833,-5.746857524643325,-1.5902055505179424,1.0404344838613513,-0.0020974578928985,0.9,0.1
81.0,57.719257603286486,-6.266661678215208,-1.6007023952886261,1.0393858617216365,-0.0020969148513707,0.9,0.1
81.5,57.70099803358888,-6.785778621715216,-1.6112098644185147,1.0383375690099803,-0.0020961398651333,0.9,0.1
82.0,57.6773061306202,-7.304151428120567,-1.6217279861796876,1.037289721856503,-0.0020951323146218,0.9,0.1
82.5,57.64818998468176,-7.821723252011529,-1.6322567877513554,1.0362424366953586,-0.0020938916035346,0.9,0.1
83.0,57.61365828090421,-8.338437335805123,-1.6427962952029034,1.0351958302529682,-0.002092417158974,0.9,0.1
83.5,57.57372029829516,-8.854237015979164,-1.6533465334766588,1.0341500195363846,-0.0020907084317993,0.9,0.1
84.0,57.52838590872158,-9.369065729286232,-1.6639075263706657,1.0331051218211689,-0.0020887648973215,0.9,0.1
84.5,57.47766557582734,-9.88286701895631,-1.6744792965215614,1.032061254639063,-0.0020865860554339,0.9,0.1
85.0,57.42157035388561,-10.395584540887969,-1.6850618653872624,1.0310185357657349,-0.0020841714309656,0.9,0.1
85.5,57.36011188658679,-10.90716206982713,-1.695655253229697,1.0299770832080974,-0.0020815205741535,0.9,0.7
86.0,57.29330240576152,-11.41754350553278,-1.7062594790975396,1.028937015191581,-0.0020786330609823,0.9,0.7
86.5,57.22115473003941,-11.926672878929038,-1.7168745608089053,1.0278984501471151,-0.0020755084936256,0.9,0.7
87.0,57.14368226344325,-12.434494358242734,-1.727500514934066,1.0268615066979556,-0.0020721465007442,0.9,0.7
87.5,57.0608989939192,-12.940952255126032,-1.7381373567781124,1.0258263036463708,-0.0020685467378216,0.9,0.7
88.0,56.9728194918028,-13.44599103076327,-1.7487851003638066,1.024792959960134,-0.0020647088877334,0.9,0.7
88.5,56.87945890822112,-13.94955530196147,-1.7594437584141782,1.0237615947586374,-0.0020606326610497,0.9,0.7
89.0,56.78083297343142,-14.451589847223586,-1.770113342335435,1.0227323272990845,-0.0020563177961914,0.9,0.7
89.5,56.67695799509599,-14.952039612804333,-1.7807938621998136,1.021705276962446,-0.0020517640601163,0.9,0.7
90.0,56.56785085649392,-15.450849718747367,-1.7914853267283866,1.020680563238968,-0.0020469712486788,0.9,0.7
90.5,56.45352901466961,-15.947965464903495,-1.8021877432740927,1.0196583057137671,-0.0020419391868127,0.9,0.7
91.0,56.33401049851847,-16.44333233692916,-1.8129011178047028,1.0186386240521552,-0.0020366677290557,0.9,0.7
91.5,56.209313906809776,-16.936896012264572,-1.8236254548859967,1.0176216379847114,-0.0020311567598678,0.9,0.7
92.0,56.07945840614717,-17.42860236609075,-1.8343607576649241,1.0166074672922871,-0.0020254061940334,0.9,0.7
92.5,55.94446372886677,-17.918397477265007,-1.8451070278529327,1.015596231790678,-0.0020194159771191,0.9,0.7
93.0,55.80435017087334,-18.40622763423389,-1.855864265709368,1.0145880513151682,-0.0020131860857282,0.9,0.7
93.5,55.6591385894146,-18.89203934092336,-1.8666324700250583,1.0135830457049495,-0.0020067165278956,0.9,0.7
94.0,55.508850400793975,-19.37577932260515,-1.8774116381059571,1.0125813347872723,-0.0020000073434813,0.9,0.7
94.5,55.35350757802209,-19.857394531739036,-1.8882017657569548,1.0115830383614683,-0.0019930586045839,0.9,0.7
95.0,55.19313264840717,-20.336832153790017,-1.89900284726597,1.0105882761826883,-0.0019858704158408,0.9,0.7
95.5,55.02774869108464,-20.814039613020054,-1.9098148753879685,1.0095971679456277,-0.0019784429148246,0.9,0.7
96.0,54.85737933448628,-21.28896457825364,-1.9206378413293923,1.008609833267864,-0.0019707762724392,0.9,0.7
96.5,54.68204875374907,-21.76155496861637,-1.9314717347326682,1.0076263916731882,-0.0019628706931211,0.9,0.7
97.0,54.50178166806413,-22.23175895924636,-1.9423165436609022,1.0066469625747427,-0.0019547264154391,0.9,0.7
97.5,54.316603337965965,-22.69952498697733,-1.95317225458288,1.005671665257749,-0.0019463437122921,0.9,0.7
98.0,54.12653956256241,-23.16480175599307,-1.9640388523582395,1.0047006188624503,-0.0019377228911794,0.9,0.7
98.5,53.93161667670537,-23.627538243452697,-1.974916320222877,1.0037339423665697,-0.0019288642948109,0.9,0.7
99.0,53.73186154810303,-24.08768370508577,-1.985804639774636,1.0027717545676396,-0.0019197683011094,0.9,0.7
99.5,53.52730157437342,-24.545187680757035,-1.9967037909592433,1.0018141740654605,-0.0019104353237657,0.9,0.7
